,MMSI,LAT,LON,VesselName
283,367552480,38.95418,-74.97125,AMERICAN STAR
284,367552480,38.95564,-74.97066,AMERICAN STAR
285,367552480,38.96,-74.96929,AMERICAN STAR
286,367552480,38.96428,-74.96859,AMERICAN STAR
287,367552480,38.96727,-74.96796,AMERICAN STAR
288,367552480,38.9672,-74.96721,AMERICAN STAR
289,367552480,38.96712,-74.96385,AMERICAN STAR
290,367552480,38.96736,-74.95957,AMERICAN STAR
291,367552480,38.96722,-74.95562,AMERICAN STAR
292,367552480,38.96694,-74.95127,AMERICAN STAR
293,367552480,38.9669,-74.94698,AMERICAN STAR
294,367552480,38.96702,-74.94157,AMERICAN STAR
295,367552480,38.96666,-74.93635,AMERICAN STAR
296,367552480,38.96557,-74.93335,AMERICAN STAR
297,367552480,38.96358,-74.92795,AMERICAN STAR
298,367552480,38.96178,-74.92269,AMERICAN STAR
299,367552480,38.96043,-74.91873,AMERICAN STAR
300,367552480,38.95852,-74.91376,AMERICAN STAR
301,367552480,38.95594,-74.90919,AMERICAN STAR
302,367552480,38.95372,-74.90551,AMERICAN STAR
303,367552480,38.95168,-74.9022,AMERICAN STAR
304,367552480,38.94954,-74.8987,AMERICAN STAR
305,367552480,38.9486,-74.90186,AMERICAN STAR
306,367552480,38.94843,-74.90445,AMERICAN STAR
307,367552480,38.94889,-74.90704,AMERICAN STAR
308,367552480,38.9497,-74.90871,AMERICAN STAR
309,367552480,38.94977,-74.90886,AMERICAN STAR
310,367552480,38.94976,-74.90887,AMERICAN STAR
311,367552480,38.94977,-74.90887,AMERICAN STAR
312,367552480,38.94977,-74.90887,AMERICAN STAR
313,367552480,38.94977,-74.90887,AMERICAN STAR
314,367552480,38.94977,-74.90887,AMERICAN STAR
315,367552480,38.94976,-74.90886,AMERICAN STAR
316,367552480,38.94976,-74.90886,AMERICAN STAR
317,367552480,38.94976,-74.90886,AMERICAN STAR
318,367552480,38.94976,-74.90886,AMERICAN STAR
319,367552480,38.94977,-74.90886,AMERICAN STAR
320,367552480,38.94977,-74.90885,AMERICAN STAR
321,367552480,38.94977,-74.90885,AMERICAN STAR
322,367552480,38.94977,-74.90885,AMERICAN STAR
323,367552480,38.94977,-74.90885,AMERICAN STAR
324,367552480,38.94977,-74.90885,AMERICAN STAR
325,367552480,38.94969,-74.90866,AMERICAN STAR
326,367552480,38.9491,-74.90796,AMERICAN STAR
327,367552480,38.94869,-74.9067,AMERICAN STAR
328,367552480,38.94841,-74.90366,AMERICAN STAR
329,367552480,38.94872,-74.90043,AMERICAN STAR
330,367552480,38.94916,-74.89637,AMERICAN STAR
331,367552480,38.94982,-74.89195,AMERICAN STAR
332,367552480,38.95039,-74.88854,AMERICAN STAR
333,367552480,38.95103,-74.88478,AMERICAN STAR
334,367552480,38.95126,-74.88081,AMERICAN STAR
335,367552480,38.95059,-74.87623,AMERICAN STAR
336,367552480,38.94671,-74.87251,AMERICAN STAR
337,367552480,38.94244,-74.86901,AMERICAN STAR
338,367552480,38.93822,-74.8654,AMERICAN STAR
339,367552480,38.93613,-74.86667,AMERICAN STAR
340,367552480,38.93787,-74.86986,AMERICAN STAR
341,367552480,38.93805,-74.87031,AMERICAN STAR
342,367552480,38.93769,-74.87011,AMERICAN STAR
343,367552480,38.93831,-74.87074,AMERICAN STAR
344,367552480,38.93767,-74.87169,AMERICAN STAR
345,367552480,38.93706,-74.87177,AMERICAN STAR
346,367552480,38.93693,-74.87305,AMERICAN STAR
347,367552480,38.93693,-74.87305,AMERICAN STAR
348,367552480,38.9372,-74.87336,AMERICAN STAR
349,367552480,38.93742,-74.8739,AMERICAN STAR
350,367552480,38.9363,-74.87301,AMERICAN STAR
351,367552480,38.93573,-74.86968,AMERICAN STAR
352,367552480,38.93596,-74.86961,AMERICAN STAR
353,367552480,38.93684,-74.87235,AMERICAN STAR
354,367552480,38.93687,-74.87346,AMERICAN STAR
355,367552480,38.93667,-74.87377,AMERICAN STAR
356,367552480,38.93728,-74.87483,AMERICAN STAR
357,367552480,38.93722,-74.8759,AMERICAN STAR
358,367552480,38.93663,-74.87624,AMERICAN STAR
359,367552480,38.93634,-74.87748,AMERICAN STAR
360,367552480,38.93584,-74.87879,AMERICAN STAR
361,367552480,38.93617,-74.8792,AMERICAN STAR
362,367552480,38.93626,-74.88014,AMERICAN STAR
363,367552480,38.936,-74.88097,AMERICAN STAR
364,367552480,38.93572,-74.88168,AMERICAN STAR
365,367552480,38.93617,-74.88247,AMERICAN STAR
366,367552480,38.9355,-74.88327,AMERICAN STAR
367,367552480,38.93467,-74.88341,AMERICAN STAR
368,367552480,38.93369,-74.88424,AMERICAN STAR
369,367552480,38.93118,-74.88855,AMERICAN STAR
370,367552480,38.92907,-74.89357,AMERICAN STAR
371,367552480,38.92775,-74.89905,AMERICAN STAR
372,367552480,38.92673,-74.9048,AMERICAN STAR
373,367552480,38.92594,-74.91066,AMERICAN STAR
374,367552480,38.9254,-74.91651,AMERICAN STAR
375,367552480,38.92509,-74.92228,AMERICAN STAR
376,367552480,38.92502,-74.92802,AMERICAN STAR
377,367552480,38.92468,-74.93372,AMERICAN STAR
378,367552480,38.92466,-74.93752,AMERICAN STAR
379,367552480,38.92511,-74.94331,AMERICAN STAR
380,367552480,38.92565,-74.94901,AMERICAN STAR
381,367552480,38.92619,-74.95475,AMERICAN STAR
382,367552480,38.9268,-74.96026,AMERICAN STAR
383,367552480,38.92719,-74.96347,AMERICAN STAR
384,367552480,38.92727,-74.96397,AMERICAN STAR
385,367552480,38.92661,-74.96437,AMERICAN STAR
386,367552480,38.92545,-74.96497,AMERICAN STAR
387,367552480,38.92537,-74.96509,AMERICAN STAR
388,367552480,38.92582,-74.96495,AMERICAN STAR
389,367552480,38.92637,-74.96426,AMERICAN STAR
390,367552480,38.92601,-74.96505,AMERICAN STAR
391,367552480,38.92702,-74.96653,AMERICAN STAR
392,367552480,38.92977,-74.9703,AMERICAN STAR
393,367552480,38.93203,-74.9742,AMERICAN STAR
394,367552480,38.93458,-74.97818,AMERICAN STAR
395,367552480,38.93713,-74.98272,AMERICAN STAR
396,367552480,38.93917,-74.98794,AMERICAN STAR
397,367552480,38.94232,-74.99197,AMERICAN STAR
398,367552480,38.9459,-74.99549,AMERICAN STAR
399,367552480,38.94886,-75.00007,AMERICAN STAR
400,367552480,38.95172,-75.00449,AMERICAN STAR
401,367552480,38.95488,-75.00785,AMERICAN STAR
402,367552480,38.95866,-75.01013,AMERICAN STAR
403,367552480,38.96142,-75.01118,AMERICAN STAR
404,367552480,38.96537,-75.01379,AMERICAN STAR
405,367552480,38.96882,-75.01781,AMERICAN STAR
406,367552480,38.97025,-75.01902,AMERICAN STAR
407,367552480,38.97206,-75.01959,AMERICAN STAR
408,367552480,38.97604,-75.02224,AMERICAN STAR
409,367552480,38.97956,-75.02593,AMERICAN STAR
410,367552480,38.98305,-75.02953,AMERICAN STAR
411,367552480,38.98549,-75.03056,AMERICAN STAR
412,367552480,38.98535,-75.03059,AMERICAN STAR
413,367552480,38.98879,-75.03384,AMERICAN STAR
414,367552480,38.99147,-75.03869,AMERICAN STAR
415,367552480,38.99485,-75.04253,AMERICAN STAR
416,367552480,38.99883,-75.04487,AMERICAN STAR
417,367552480,39.0031,-75.04536,AMERICAN STAR
418,367552480,39.00742,-75.0447,AMERICAN STAR
419,367552480,39.01186,-75.04437,AMERICAN STAR
420,367552480,39.01639,-75.04527,AMERICAN STAR
421,367552480,39.01996,-75.04631,AMERICAN STAR
422,367552480,39.02143,-75.04715,AMERICAN STAR
423,367552480,39.02157,-75.04734,AMERICAN STAR
424,367552480,39.02148,-75.04665,AMERICAN STAR
425,367552480,39.02133,-75.04548,AMERICAN STAR
426,367552480,39.02131,-75.04513,AMERICAN STAR
427,367552480,39.02029,-75.04307,AMERICAN STAR
428,367552480,39.0167,-75.03794,AMERICAN STAR
429,367552480,39.01262,-75.03262,AMERICAN STAR
430,367552480,39.00854,-75.02746,AMERICAN STAR
431,367552480,39.00475,-75.02272,AMERICAN STAR
432,367552480,39.0012,-75.01779,AMERICAN STAR
433,367552480,38.9973,-75.01285,AMERICAN STAR
434,367552480,38.99361,-75.00785,AMERICAN STAR
435,367552480,38.99139,-75.00447,AMERICAN STAR
436,367552480,38.98814,-74.99981,AMERICAN STAR
437,367552480,38.98404,-74.9949,AMERICAN STAR
438,367552480,38.98071,-74.98994,AMERICAN STAR
439,367552480,38.98206,-74.98965,AMERICAN STAR
440,367552480,38.98064,-74.98801,AMERICAN STAR
441,367552480,38.97597,-74.98322,AMERICAN STAR
442,367552480,38.97182,-74.97786,AMERICAN STAR
443,367552480,38.9693,-74.97377,AMERICAN STAR
444,367552480,38.9671,-74.96735,AMERICAN STAR
445,367552480,38.96718,-74.96233,AMERICAN STAR
446,367552480,38.96734,-74.95804,AMERICAN STAR
447,367552480,38.96718,-74.95495,AMERICAN STAR
448,367552480,38.96689,-74.95063,AMERICAN STAR
449,367552480,38.96697,-74.94601,AMERICAN STAR
450,367552480,38.96713,-74.94022,AMERICAN STAR
451,367552480,38.96657,-74.9363,AMERICAN STAR
452,367552480,38.96476,-74.93114,AMERICAN STAR
453,367552480,38.96289,-74.9258,AMERICAN STAR
454,367552480,38.96123,-74.92103,AMERICAN STAR
455,367552480,38.96013,-74.91793,AMERICAN STAR
456,367552480,38.95812,-74.91298,AMERICAN STAR
457,367552480,38.95541,-74.90833,AMERICAN STAR
458,367552480,38.95318,-74.9047,AMERICAN STAR
459,367552480,38.95181,-74.90247,AMERICAN STAR
460,367552480,38.94968,-74.89894,AMERICAN STAR
461,367552480,38.94884,-74.90004,AMERICAN STAR
462,367552480,38.94846,-74.90394,AMERICAN STAR
